source,title,price_million_vnd,price_raw,price_per_m2_million,area_m2,bedrooms,floors,frontage_m,road_width_m,direction,property_type,legal_status,district,address,description,url,scraped_at
homedy_land_list,"Bán đất 203.2m2, 950 triệu, Hương Lam, Xã Hòa Khương, Hòa Vang, Đà Nẵng đẹp xuất sắc",950.0,950 Triệu,4.68,203.2,,,,14.0,,land,,Hoa Vang,Hoa Vang,"Đất nền siêu đẹp tại Đường 14B, Xã Hòa Khương, Hòa Vang, Đà Nẵng, lý tưởng cho những ai đang tìm kiếm cơ hội đầu tư hoặc xây dựng tổ ấm. Diện tích lên tới...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/203-2m2-950-trieu-huong-lam-xa-khuong-dep-xuat-sac-es3166036,2026-05-18T19:55:58
homedy_land_list,Lô duy nhất còn xót lại đường Trung Hoà 1 Hoà Quý,4500.0,"4,5 Tỷ",40.91,110.0,,,5.0,7.0,,land,,Ngu Hanh Son,Ngu Hanh Son,Bán đ𝐚̂́𝐭 𝐓𝐫𝐮𝐧𝐠 𝐇𝐨𝐚̀ 𝟏 sát cầu Khuê Đông gần biệt thự ven sông☎️𝟎𝟗𝟏𝟔.𝟖𝟖𝟖.𝟓𝟎𝟒 - 33 B2.34- 𝟏𝟏𝟎𝐦𝟐 (5x22)- Đường 𝟕𝐦𝟓. Tên...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-duy-nhat-con-xot-lai-duong-trung-hoa-1-quy-es3165945,2026-05-18T19:55:58
homedy_land_list,"Bán đất 439,9m2 có 200m2 đất ở tại Ninh An, xã Bà Nà, Tp Đà Nẵng",1600.0,"1,6 Tỷ",3.64,439.9,,,,,,land,,Hoa Vang,Hoa Vang,"Khu đất thổ cư nằm tại Ninh An, Hòa Nhơn, Hòa Vang, Đà Nẵng với diện tích 439,9m2.+ Giá bán: 1,6 tỷ VND.+ Pháp lý đầy đủ, đảm bảo an toàn cho giao dịch.+...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/4399m2-co-200m2-o-tai-ninh-an-xa-ba-na-tp-es3165674,2026-05-18T19:55:58
homedy_land_list,"Mặt tiền siêu khủng kinh doanh, xây căn hộ đường Phi Bình 4, Hoà Quý",11800.0,"11,8 Tỷ",47.77,247.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,"Hàng hiếm Hoà Quý, mặt tiền đường Phi Bình 4, thích hợp kinh doanh , xây căn hộ. chủ cần đi gấp",https://homedy.com/ban-dat-khu-do-thi-hoa-quy/mat-tien-sieu-khung-kinh-doanh-xay-can-ho-duong-phi-binh-4-es3165659,2026-05-18T19:55:58
homedy_land_list,Nắm chắc chủ MT Mai Đăng Chơn. Sát Cđ nghề. P ngũ hành sơn. Giá đầu tư,4600.0,"4,6 Tỷ",47.42,97.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,📣📣Nắm chắc chủ MT Mai Đăng Chơn. Sát Cđ nghề. P ngũ hành sơn. Giá đầu tư💰📍Vị trí: Sát trường cd nghề chỉ 100m. Trục chính thông dài đắc địa kinh doanh...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/nam-chac-chu-mt-mai-dang-chon-sat-cd-nghe-p-gia-dau-tu-es3165389,2026-05-18T19:56:13
homedy_land_list,Bán Đất tặng nhà cấp 4.Mặt Tiền 10m5 Trần Triệu Luật Khu Đô Thị Mới Ngay Market Mega. Giá đầu tư,5800.0,"5,8 Tỷ",63.74,91.0,,,,,,land,,Lien Chieu,Lien Chieu,"📣📣Bán Đất tặng nhà cấp 4.Mặt Tiền 10m5 Trần Triệu Luật Khu Đô Thị Mới Ngay Market Mega. Giá đầu tư📍📍Vị Trí: Đắt Địa Thoáng Mát, Ngay Market Mega, đối...",https://homedy.com/ban-dat-quan-lien-chieu-da-nang/tang-nha-cap-4-mat-tien-10m5-tran-trieu-luat-khu-do-thi-moi-ngay-market-mega-gia-dau-tu-es3153765,2026-05-18T19:56:13
homedy_land_list,🏖 bán siêu đất vàng hồ nghinh 504m² – ngang 24m cực hiếm – giữa phố tây biển mỹ khê 🌟,177000.0,177 Tỷ,351.19,504.0,,,24.0,,,land,,Son Tra,Son Tra,"🏖 BÁN SIÊU ĐẤT VÀNG HỒ NGHINH 504m² – ngang 24m cực hiếm – GIỮA PHỐ TÂY BIỂN MỸ KHÊ 🌟 📍 Vị trí: Hồ Nghinh, trục giữa Võ Văn Kiệt – Dương Đình Nghệ•...",https://homedy.com/ban-dat-quan-son-tra-da-nang/sieu-vang-ho-nghinh-504m-ngang-24m-cuc-hiem-giua-pho-tay-bien-my-khe-es3162505,2026-05-18T19:56:13
homedy_land_list,"Cần bán lô đất mặt tiền Ngô Quyền, gần ngã tư Ngô Quyền - Khúc Hạo, khu vực kinh doanh sầm uất",11300.0,"11,3 Tỷ",75.33,150.0,,,,,,land,,Son Tra,Son Tra,"BÁN ĐẤT MẶT TIỀN NGÔ QUYỀN SƠN TRÀ ĐÀ NẴNGDiện tích: 150mNgang: 5mHướng Đông phong thủy mát mẻ, đón gió biển Vị trí vàng: Sát ngã tư...",https://homedy.com/ban-dat-quan-son-tra-da-nang/can-lo-mat-tien-ngo-quyen-gan-nga-tu-khuc-hao-khu-vuc-kinh-doanh-sam-uat-es3162298,2026-05-18T19:56:13
homedy_land_list,Chào Bán đất kiệt đường Mai Đăng Chơn. P ngũ hành sơn. Giá đầu tư,2400.0,"2,4 Tỷ",25.53,94.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,📣📣Chào Bán đất kiệt đường Mai Đăng Chơn. P ngũ hành sơn. Giá đầu tư👉👉Lô đất kiệt bê tông 6m 2 ô tô né nhau. 👉👉Dt 94m2👉👉Hướng Đông Nam mát...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chao-kiet-duong-mai-dang-chon-p-gia-dau-tu-es3160114,2026-05-18T19:56:13
homedy_land_list,"Đất Mặt Tiền Nguyễn Duy Trinh – Gần Nguyễn Thân Hiến, Thông Thẳng Trường Sa – Đi Bộ Tắm Non Nước",9100.0,"9,1 Tỷ",56.17,162.0,,,,,,land,,Ngu Hanh Son,Ngu Hanh Son,💥 BÁN ĐẤT MẶT TIỀN NGUYỄN DUY TRINH – SÁT BIỂN NON NƯỚC – GẦN NGUYỄN THẦN HIẾN THÔNG THẲNG TRƯỜNG SA – ĐI BỘ TẮM BIỂN – CHỈ NHỈNH NHẸ 9 TỶ 💥 📍 Vị...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/mat-tien-nguyen-duy-trinh-gan-than-hien-thong-thang-truong-sa-di-bo-tam-non-nuoc-es3159636,2026-05-18T19:56:13
homedy_land_list,💎Siêu Phẩm Mặt Tiền Biển Sơn Thủy– Nở Hậu Phong Thủy – Nguyễn Hữu Cầu – Thông Thẳng Ra Biển💎,7200.0,"7,2 Tỷ",52.55,137.0,,,,7.0,,land,,Ngu Hanh Son,Ngu Hanh Son,🏖 SIÊU PHẨM MẶT TIỀN BIỂN SƠN THỦY – NỞ HẬU PHONG THỦY – NGUYỄN HỮU CẦU – ĐƯỜNG 7M5 – THÔNG THẰNG RA BIỂN 💰 Chỉ vừa nhỉnh hơn 7 tỷ.💎 Vị trí vàng...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/sieu-pham-mat-tien-bien-thuy-no-hau-phong-nguyen-huu-cau-thong-thang-ra-es3158811,2026-05-18T19:56:13
homedy_land_list,"🔥 Lô Góc 2 Mặt Tiền Đường 7,5M – 129m², Ngang Khủng 7,5M – Trung Tâm Khu Đô Thị FPT Đà Nẵng 🔥",7500.0,"7,5 Tỷ",58.14,129.0,,,,7.5,,land,,Ngu Hanh Son,Ngu Hanh Son,"🔥 LÔ GÓC 2 MẶT TIỀN – 129m², NGANG KHUNG 7,5M – TRUNG TÂM KĐT FPT CITY ĐÀ NẴNG 🔥 📍 Vị trí đắc địa ngay trung tâm khu đô thị FPT City – khu dân cư...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-2-mat-tien-duong-75m-129m-ngang-khung-trung-tam-khu-do-thi-fpt-es3158670,2026-05-18T19:56:13
homedy_land_list,💥 Khu Đô Thị FPT – Kề Đại Học – Trục Chính Đường 9.5M – Vài Phú Ra Biển– An Cư & Đầu Tư 💥,5750.0,"5,75 Tỷ",53.24,108.0,,,,9.5,,land,,Ngu Hanh Son,Ngu Hanh Son,💥 KHU ĐÔ THỊ FPT CITY – KỀ ĐẠI HỌC – ĐƯỜNG 9.5M THÔNG THẲNG – VÀI PHÚT RA BIỂN – AN CƯ & ĐẦU TƯ VIP 💥 📍 Vị trí vàng – Kết nối hoàn hảo: Nằm...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/khu-do-thi-fpt-ke-dai-hoc-truc-chinh-duong-9-5m-vai-phu-ra-bien-an-cu-dau-tu-es3158669,2026-05-18T19:56:13
homedy_land_list,"Bán lô đất vàng mặt tiền Diên Hồng, Đà Nẵng vị trí đắc địa, tiềm năng",6300.0,"6,3 Tỷ",63.0,100.0,,,,,,land,,Cam Le,Cam Le,"Thông tin mô tảDiện tích: 100m² vuông vức, pháp lý rõ ràng, sẵn sàng giao dịch.Vị trí: Mặt tiền đường Diên Hồng, tuyến đường lớn với 2 làn xe rộng rãi, giao...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-vang-mat-tien-dien-hong-vi-tri-dac-dia-tiem-es3158280,2026-05-18T19:56:13
homedy_land_list,Cơ hội sở hữu lô đất hiếm tại Hoa Bắc Hoa Vang Đà Nẵng,1250.0,"1,25 Tỷ",1.04,1200.0,,,,,,land,,Hoa Vang,Hoa Vang,"Đất đẹp - Diện tích lớn - Vị trí tiềm năngTHÔNG TIN NỔI BẬT:- Diện tích: 1204,2m² – Thích hợp làm, homstay, nghỉ dưỡng.- Pháp lý: Sổ đỏ cầm tay, sang tên...",https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/co-hoi-so-huu-lo-hiem-tai-bac-es3158059,2026-05-18T19:56:13
homedy_land_list,"Bán lô biệt thự 300m2 đường Nguyễn Thị Sáu, Khu Nam Nguyễn Tri Phương, Hòa Xuân, Cẩm Lệ, Đà Nẵng",13500.0,"13,5 Tỷ",45.0,300.0,,,,,,land,,Cam Le,Cam Le,"🏡 BÁN LÔ BIỆT THỰ ĐẸP – AN CƯ LÝ TƯỞNG TẠI HÒA XUÂN, ĐÀ NẴNG📍 Đường Nguyễn Thị Sáu, khu Nam Nguyễn Tri Phương, Cẩm Lệ✨ Diện tích rộng rãi 300m² (ngang...",https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-biet-thu-300m2-duong-nguyen-thi-sau-khu-nam-tri-phuong-hoa-xuan-es3154407,2026-05-18T19:56:13
homedy_land_list,💎 Đất Mặt Tiền Nguyễn Duy Trinh – 116M2 – Gần Võ Qúy Huân – Đi Bộ Tắm Biển Tân Trà 💎,5850.0,"5,85 - 5,9 Tỷ",50.43,116.0,,,5.0,,,land,,Ngu Hanh Son,Ngu Hanh Son,"🔹 ĐẤT MẶT TIỀN NGUYỄN DUY TRINH – ĐI BỘ TẮM BIỂM TÂN TRÀ – VỊ TRÍ VÀNG, CÁCH BIỂN CHỈ 100M 🔹 💎 Thông tin chi tiết: • Diện tích: 116m² (ngang 5m, dài 23m...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/mat-tien-nguyen-duy-trinh-116m2-gan-vo-quy-huan-di-bo-tam-bien-tan-tra-es3156733,2026-05-18T19:56:13
homedy_land_list,"💥Nam Việt Á – Bán Đất Tặng Nhà C4 – 145M², Ngang 5.2M – Kiệt Ô TÔ 5.5M – Trần Hoành 💥",5500.0,"5,5 Tỷ",37.93,145.0,,,5.2,,,land,,Ngu Hanh Son,Ngu Hanh Son,"💥NAM VIỆT Á – BÁN ĐẤT TẶNG NHÀ C4 – 145M², NGANG 5.2M – KIỆT Ô TÔ 5.5M – TRẦN HOÀNH 💥 🔹 Vị trí cực đẹp: Nằm trong khu dân cư Nam Việt Á, lô đất kiệt 5.5m...",https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/nam-viet-a-tang-nha-c4-145m-ngang-5-2m-kiet-o-to-5m-tran-hoanh-es3156799,2026-05-18T19:56:13
homedy_land_list,🌟Lô Góc Siêu Đẹp – Nở hậu – Sát Sông Đô Tỏa – Diện Tích Khủng 265M² 🌟,10900.0,"10,9 - 11 Tỷ",41.44,263.0,,,,7.0,,land,,Ngu Hanh Son,Ngu Hanh Son,🌟 LÔ GÓC SIÊU ĐẸP – 263M² – NỞ HẬU – 2MẶT TIỀN ĐƯỜNG 7M5 – SÁT SÔNG ĐÔ TỎA – DIỆN TÍCH KHỦNG 🌟 💰 Chỉ 11 tỷ 📍 Vị trí: Mặt tiền đường Thâm Tâm – Ngũ Hành...,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-sieu-dep-no-hau-sat-song-do-toa-dien-tich-khung-265m-es3156728,2026-05-18T19:56:13
homedy_land_list,"🔴💥bán đất đường phạm thế hiển, hòa cường bắc - hải châu - đà nẵng",4300.0,"4,3 Tỷ",58.11,74.0,,,4.5,5.5,,land,,Hai Chau,Hai Chau,"Bán đất đường Phạm Thế Hiển, Hòa Cường Bắc - Hải Châu - Đà Nẵng👉DTĐ: 74m2 (ngang 4.5m)👉Đường 5,5. lề 3m👉Vị trí: Sát trường Đại Học Ngoại Ngữ, gần trường...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/duong-pham-the-hien-hoa-cuong-bac-es3149049,2026-05-18T22:02:05
homedy_land_list,"Bán đất đường phạm thế hiển, hòa cường bắc - hải châu - đà nẵng",4300.0,"4,3 Tỷ",58.11,74.0,,,4.5,5.5,,land,,Hai Chau,Hai Chau,"Bán đất đường Phạm Thế Hiển, Hòa Cường Bắc - Hải Châu - Đà Nẵng- DTĐ: 74m2 (ngang 4.5m)- Đường 5,5. lề 3m- Vị trí: Sát trường Đại Học Ngoại Ngữ, gần trường...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/duong-pham-the-hien-hoa-cuong-bac-es3149047,2026-05-18T22:02:05
homedy_land_list,🔴💥đất mặt tiền đường núi thành. sát công viên apec,81000.0,81 Tỷ,175.32,462.0,,,,,,land,,Hai Chau,Hai Chau,"🔴💥ĐẤT MẶT TIỀN ĐƯỜNG NÚI THÀNH👉Bán đất mặt tiền đường Núi Thành, Hải Châu - Đà Nẵng👉DTĐ: 466 m2👉Vị trí: Gần chợ đêm phố đi bộ Bạch Đằng. Cầu Rồng và...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/mat-tien-duong-nui-thanh-sat-cong-vien-apec-es3147684,2026-05-18T22:02:05
homedy_land_list,"Bán lô đất mặt tiền vị trí gần cầu Rồng, khu vực cực kỳ phát triển",11000.0,11 Tỷ,111.11,99.0,,,,,,land,,Hai Chau,Hai Chau,"💢 Chính chủ cần bán gấp lô đất đẹp đường BÌNH MINH, Hải châu, Đà nẵng.💢# CHỦ SẼ BAO LO TẤT CẢ CÁC CHI PHÍ ( khách không phải chịu bất kỳ chi phí gì )🛑-...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-mat-tien-vi-tri-gan-cau-rong-khu-vuc-cuc-ky-phat-trien-es3145173,2026-05-18T22:02:05
homedy_land_list,"Đất VIP vừa ở và kinh doanh mặt tiền đường 2/9, khu sầm uất, gần cầu Rồng",26460.0,"26,46 Tỷ",180.0,147.0,,,,2.0,,land,,Hai Chau,Hai Chau,"Gia đình cần bán gấp lô đất vàng nằm ngay mặt tiền đường 2/9 - tuyến đường huyết mạch của quận Hải Châu, trung tâm TP. Đà Nẵng. • Diện tích rộng rãi...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/vip-vua-o-va-kinh-doanh-mat-tien-duong-2-9-khu-sam-uat-gan-cau-rong-es3139898,2026-05-18T22:02:05
homedy_land_list,"Chính chủ cần bán đất 2 lô liền kề bình an 7 - đường rộng 7,5m",4500.0,"4,5 Tỷ",68.18,66.0,,,,7.5,,land,,Hai Chau,Hai Chau,"Chính chủ cần Bán đất 2 lô liền kề Bình An 7 - đường rộng 7,5m - Quận Hải Châu, TP Đà Nẵng- Lô 1- Diện tích 65,9m2 -Gía: 4,7 tỷ- Lô 2- Diện tích 64,5m2...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/chinh-chu-can-2-lo-lien-ke-binh-an-7-duong-rong-75m-es3135534,2026-05-18T22:02:05
homedy_land_list,"Chính chủ cần bán đất 2 lô liền kề bình an 7 - đường rộng 7,5m",4500.0,"4,5 Tỷ",68.18,66.0,,,,7.5,,land,,Hai Chau,Hai Chau,"Chính chủ cần Bán đất 2 lô liền kề Bình An 7 - đường rộng 7,5m - Quận Hải Châu, TP Đà Nẵng- Lô 1- Diện tích 65,9m2 -Gía: 4,7 tỷ- Lô 2- Diện tích 64,5m2...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/chinh-chu-can-2-lo-lien-ke-binh-an-7-duong-rong-75m-es3133641,2026-05-18T22:02:05
homedy_land_list,"🔴💥bán đất 2 lô liền kề mt đường 7,5m bình an 7. - hải châu",4500.0,"4,5 Tỷ",68.18,66.0,,,4.0,7.5,,land,,Hai Chau,Hai Chau,"Bán đất 2 lô liền kề MT đường 7,5m Bình An 7. - Hải Châu, Đà Nẵng- Lô số 1- Diện tích 65,9m2 ngang 4m -Gía: 4,7 tỷ- Lô số 2- Diện tích 64,5m2 ngang 4,1m...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/2-lo-lien-ke-mt-duong-75m-binh-an-7-es3131731,2026-05-18T22:02:05
homedy_land_list,"🔴💥bán đất 2 lô liền kề mt đường 7,5m bình an 7. - hải châu",4500.0,"4,5 Tỷ",68.18,66.0,,,4.0,7.5,,land,,Hai Chau,Hai Chau,"Bán đất 2 lô liền kề MT đường 7,5m Bình An 7. - Hải Châu, Đà Nẵng- Lô số 1- Diện tích 65,9m2 ngang 4m -Gía: 4,7 tỷ- Lô số 2- Diện tích 64,5m2 ngang 4,1m...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/2-lo-lien-ke-mt-duong-75m-binh-an-7-es3130000,2026-05-18T22:02:05
homedy_land_list,"🔴💥bán nhà c4 mặt tiền đường đống đa - gần đường 3,2",14000.0,14 Tỷ,155.56,90.0,,,,3.2,,land,,Hai Chau,Hai Chau,"Bán nhà C4 mặt tiền đường Đống Đa - Gần đường 3,2- Hải Châu, Đà Nẵng- DT: 90m2- Đường rộng: 15m, lề 5m- Vị trí: Vị trí đắc địa sầm uất nhất đường Đống Đa,...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/nha-c4-mat-tien-duong-dong-gan-32-es3125117,2026-05-18T22:02:05
homedy_land_list,"Bán đất kiệt ô tô Nguyễn Thành Hãn, Hải Châu, Đà Nẵng",3950.0,"3,95 Tỷ",53.38,74.0,,2.0,,,,land,,Hai Chau,Hai Chau,"Bán đất kiệt ô tô Nguyễn Thành Hãn, Hải Châu, Đà Nẵng_ lô đất có sẵn nhà 2 tầng cũ có thể tận dụng để kinh doanh_ Vị trí trung tâm, khu dân cư dân trí, an...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/kiet-o-to-nguyen-thanh-han-es3085812,2026-05-18T22:02:05
homedy_land_list,"Bán lô đất 2 mặt kiệt đường Hoàng Diệu , Hải Châu, Đà Nẵng",2450.0,"2,45 Tỷ",42.24,58.0,,,,,,land,,Hai Chau,Hai Chau,"Bán lô đất 2 mặt kiệt đường HoàngDiệu , Hải Châu, Đà NẵngVị trí Cách đường chính 30m,một đường thẳng tắp , trung tâm tp nhiều thuận lợiDiện tích 58m2 (đất...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-2-mat-kiet-duong-hoang-dieu-es3062879,2026-05-18T22:02:19
homedy_land_list,Bán đất tiên sơn 17 70m2 giá 4 tỷ,4000.0,4 Tỷ,57.14,70.0,,,,,,land,,Hai Chau,Hai Chau,"Bán đất mặt tiền trung tâm Hoà Cường Nam , Quận Hải Châu Vị trí trung tâm : Ngay ĐH Kiến Trúc , ĐH Đông Á , - Mặt Tiền đường Tiên Sơn 17 - Diện tích :...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/tien-son-17-70m2-gia-4-ty-es2935480,2026-05-18T22:02:19
homedy_land_list,Bán đất đường 30 tháng 4 147m2 vị trí đẹp giá 22 tỷ,22000.0,22 Tỷ,149.66,147.0,,,,30.0,,land,,Hai Chau,Hai Chau,"BÁN ĐẤT MẶT TIỀN ĐƯỜNG ĐƯỜNG 30 THÁNG 4, P. HÒA CƯỜNG BẮC, Q. HẢI CHÂU, TP. ĐÀ NẴNG (s-25037) 1. Giá bán: 22 Tỷ đồng 2. Thông tin bất động sản - Diện tích:...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/duong-30-thang-4-147m2-vi-tri-dep-gia-22-ty-es2932916,2026-05-18T22:02:19
homedy_land_list,Đất trung tâm hải châu. Đối diện sông hàn. Hỗ trợ gói vay,6000.0,6 Tỷ,60.0,100.0,,,,,,land,,Hai Chau,Hai Chau,Đất trung tâm quận hải châu. Đối diện sông hànHỗ trợ vay vốn ngân hàng lãi suất ưu đãi.,https://homedy.com/ban-dat-quan-hai-chau-da-nang/trung-tam-doi-dien-song-han-ho-tro-goi-vay-es2890390,2026-05-18T22:02:19
homedy_land_list,"Bán Siêu Phẩm 2 Lô Đất Đối Diện Chung Cư FHOME 27 Tầng, Đường Lý Thường Kiệt, giá 42 tỷ tl",42000.0,42 Tỷ,242.77,173.0,,27.0,,,,land,,Hai Chau,Hai Chau,"Bán Siêu Phẩm 2 Lô Đất Đối Diện Chung Cư FHOME 27 Tầng, Đường LÝ THƯỜNG KIỆT,Thạch Thang, Hải Châu, Đà Nẵng. Nằm trên trục đường kinh tế, trung tâm...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/sieu-pham-2-lo-doi-dien-chung-cu-fhome-27-tang-duong-ly-thuong-kiet-gia-42-ty-tl-es2866899,2026-05-18T22:02:19
homedy_land_list,Bán lô đất kẹp cống mặt tiền đường Phạm Ngọc Thạch gần cầu Thuận Phước,3200.0,"3,2 Tỷ",47.06,68.0,,,4.5,,,land,,Hai Chau,Hai Chau,"Chính chủ gửi bán lô đất kẹp cống mặt tiền đường Phạm Ngọc Thạch thuộc phường Thuận Phước, quận Hải Châu, Đà Nẵng.- Diện tích đất: 67,5m2, ngang 4,5m dài...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-kep-cong-mat-tien-duong-pham-ngoc-thach-gan-cau-thuan-phuoc-es2482100,2026-05-18T22:02:19
homedy_land_list,Chính chủ cần bán nhanh lô đất đường 30/4 hiện đang cho thuê kinh doanh vị trí sát Lê Thanh Nghị,14000.0,14 Tỷ,119.66,117.0,,,4.0,30.0,,land,,Hai Chau,Hai Chau,"- Đất trung tâm Đà Nẵng, trung tâm quận Hải Châu- Gần ngay ngã tư Lê Thanh Nghị và 30/4, diện tích 117m2 ngang 4m5- Tuyến đường 2 làn rộng 33m vỉa hè mỗi...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/chinh-chu-can-nhanh-lo-duong-30-4-hien-dang-cho-thue-kinh-doanh-vi-tri-sat-le-thanh-nghi-es2801242,2026-05-18T22:02:19
homedy_land_list,"Bán lô đất 780 m2 đường Hoàng Văn Thụ, P. Phước Ninh, Q. Hải Châu, Tp. Đà Nẵng",200000.0,200 Tỷ,256.41,780.0,,,20.0,,,land,,Hai Chau,Hai Chau,"Chào bán lô đất mặt tiền siêu hiếm đường Hoàng Văn Thụ, P. Phước Ninh, Q. Hải Châu, Tp. Đà Nẵng.+ Diện tích: 780m², ngang 20m.+ Hướng: Bắc.+ Công năng:+ Vị...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-780-m2-duong-hoang-van-thu-p-phuoc-ninh-q-tp-es2609634,2026-05-18T22:02:19
homedy_land_list,Bán Lô Đất Vàng 170m2 MT Đường Bạch Đằng - Sông Hàn - Ngay Chợ Hàn- Đang Cho thuê 150tr/th,75000.0,75 Tỷ,441.18,170.0,,,6.6,,,land,,Hai Chau,Hai Chau,"- Bán Lô Đất Vàng Mặt tiền đường Bạch Đằng - Gần Chợ Hàn, Bình Thuận, Hải ChâuDiện tích : 169m2 (ngang 6,6mx24, nở hậu7,3m)- Hướng Đông, view trực diện sông...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-vang-170m2-mt-duong-bach-dang-song-han-ngay-cho-thue-150tr-th-es2457956,2026-05-18T22:02:19
homedy_land_list,"Cần Bán Nhanh Đất Nguyễn Bình, Q.Hải Châu, Đà Nẵng Cạnh Bên KĐT Regal Pavillon - Giá Tốt",7000.0,7 Tỷ,70.0,100.0,,,,,,land,,Hai Chau,Hai Chau,"Bán Nhanh Đất Nguyễn Bình,Quận Hải Châu, Đà Nẵng Cạnh Bên Khu Đô Thị Regal Pavillon - Giá Rẻ Nhất Thị TrườngCần Tiền Trả Nợ Bán Gấp Giá Rẻ Nhất Thị...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/can-nhanh-nguyen-binh-q-canh-ben-kdt-regal-pavillon-gia-tot-es2137477,2026-05-18T22:02:19
homedy_land_list,Bán Lô Đất VIP 1000m2 - 2MT Đường Bạch Đằng - View Trực diện Sông Hàn Đẹp - Giá Chỉ 139tr/m2,139000.0,139 Tỷ,139.0,1000.0,,,,,,land,,Hai Chau,Hai Chau,"BÁN LÔ ĐẤT VIP 1000m2 - 2 MẶT TIỀN ĐƯỜNG BẠCH ĐẰNG - VIEW TRỰC DIỆN SÔNG HÀN QUẬN HẢI CHÂU, ĐÀ NẴNG. GIÁ CHỈ 139tr/m2 PHÙ HỢP ĐẦU TƯ SINH LỜI.+ Diện...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-vip-1000m2-2mt-duong-bach-dang-view-truc-dien-song-han-dep-gia-chi-139tr-m2-es2451033,2026-05-18T22:02:19
homedy_land_list,bán gấp mặt tiền Nguyễn Thị Minh Khai-Hải CHâu gần bệnh viện PHCN giá sập 160tr/m2 0901509599,16000.0,16 Tỷ,155.34,103.0,,,,,,land,,Hai Chau,Hai Chau,"Cần tiền nên chấp nhận bán dưới giá thị trường 40tr/m2 !!!!Chào bán đất mặt tiền Nguyễn Thị Minh Khai đoạn gần Bênhj viện giá 160tr/m2.Vị trí Vàng,hướng Tây...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/gap-mat-tien-nguyen-thi-minh-khai-gan-benh-vien-phcn-gia-sap-160tr-m2-0901509599-es2311689,2026-05-18T22:02:19
homedy_land_list,"Bán lô đất 2 mặt kiệt 3m đường Tiểu La, Hải Châu - 2,55 tỷ",2550.0,"2,55 Tỷ",49.04,52.0,,,,,,land,,Hai Chau,Hai Chau,"Bán lô đất 2 mặt kiệt 3m đường Tiểu La, Hòa Cường Bắc, Hải Châu. - Diện tích: 52m2 (4.67m*11.14m). Hướng: Đông, Nam. 2 mặt kiệt 3m, 2m kiệt...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-2-mat-kiet-3m-duong-tieu-la-255-ty-es2400234,2026-05-18T22:02:19
homedy_land_list,"Bán đất đường Nại Nam 8, Quận Hải Châu - Đà Nẵng giá 85 triệu/m2",14000.0,14 Tỷ,85.89,163.0,,,,,,land,,Hai Chau,Hai Chau,"Chính chủ càn bán đất đường Nại Nam 8, Quận Hải Châu, TP, Đà Nẵng.Diện Tích 163m2.Hướng Đông NamGần sông HànBán Lô góc 220m2, Hướng Đông NamLiên hệ...",https://homedy.com/ban-dat-quan-hai-chau-da-nang/duong-nai-nam-8-gia-85-trieu-m2-es2182750,2026-05-18T22:02:19
